specObjID,class,subClass,z,ra,dec,plate,fiberID,MJD,OII3726,OIII4959,OIII5007,HBeta,HAlpha,NII6584,logM
1113619777756096512,GALAXY,STARFORMING,0.06285027,323.55117,0.41472602,989,381,52468,213.8607,136.0857,406.6779,170.8194,597.3826,116.0226,9.90748784850213
1158692065362601984,GALAXY,,0.1565711,324.34979,0.34622586,1029,513,52912,-1.7546400000000002,2.464482,1.278636,2.227335,13.00892,4.867948999999999,11.0499443673502
1114759421507954688,GALAXY,STARFORMING,0.04987694,324.98645,0.32325996,990,431,52465,114.9776,37.32573,100.6424,93.77438000000001,278.2427,64.04977,9.99331542697075
430268892108056576,GALAXY,,0.1078142,350.41491,0.26677282,382,637,51816,6.225919,-4.907463,5.619169,4.444827,22.27233,9.293883000000001,11.105628152328201
439196653056976896,GALAXY,STARFORMING,0.08595943,3.8250053,0.24905877,390,348,51900,17.72172,5.793704,11.96209,35.23146,143.2349,59.63425,10.5166553645086
774749464995850240,GALAXY,,0.07097139999999999,5.5362266,0.36681919,688,474,52203,28.91038,12.675989999999999,25.877,16.29317,37.53477,26.8338,11.341138607121199
440364882181777408,GALAXY,STARFORMING,0.01384861,7.4099163,0.41037371,391,502,51782,0.0,31.35988,99.56178,83.55561,262.4785,54.75702,9.59479706440307
779250590688503808,GALAXY,STARBURST,0.03411131,13.240836999999999,0.36876689,692,465,52201,1614.335,1030.394,3051.82,1062.583,3803.0429999999997,584.7609,9.97580579209424
422302935800637440,GALAXY,STARBURST,0.06160219,334.48266,0.78609978,375,329,52140,431.2252,224.3456,671.0181,370.0944,1316.5720000000001,186.9978,10.0754254450287
429114954570819584,GALAXY,STARFORMING,0.11764569999999999,347.53471,0.73835017,381,535,51811,185.1626,57.0773,194.4247,92.61304,386.2312,222.5855,11.038138627582601
763518789777123328,GALAXY,,0.1177559,347.53361,0.73758598,678,577,52884,10.8822,-1.226579,8.685075999999999,1.5639969999999999,20.08769,1.551723,10.428390203642499
769121070358751232,GALAXY,,0.11709760000000001,356.26487000000003,0.70657302,683,478,52524,2.369287,1.352164,4.917997,10.35256,60.78126999999999,24.76026,10.7653842075244
771404475746248704,GALAXY,,0.08652489999999999,0.70598552,0.75185845,685,593,52203,29.941029999999998,-0.09967243,17.07917,14.57915,41.93857,44.27714,11.020008557681502
443730214594308096,GALAXY,STARFORMING,0.05561816,12.788145,0.77445291,394,457,51913,103.5423,20.18027,57.03624,68.3772,249.6489,57.03389,10.085031246678
1112564247465846784,GALAXY,,0.08601508,323.40753,1.0709406000000001,988,637,52520,25.84862,0.7378507,9.754365,13.59648,27.71207,5.77491,11.270991240857699
1244284647957882880,GALAXY,STARBURST,0.05105944,332.47983,1.2072399999999999,1105,601,52937,615.6037,219.7655,669.6802,429.1772,1819.293,590.4626,10.345211058012
425733412179961856,GALAXY,,0.21541649999999998,341.755,1.0750773,378,521,52146,-3.315704,4.29586,3.03767,1.698207,7.8352949999999995,3.320154,11.6338667050268
432457744964937728,GALAXY,,0.04426052,353.46585,1.1444845,384,408,51821,5.8877690000000005,0.5823512,1.978765,11.44549,35.47161,16.91055,10.1894889323472
1227337874668546048,GALAXY,STARBURST,0.1014318,1.12988,1.24095,1090,389,52903,161.5215,38.52794,118.7884,211.1599,924.6381,331.2561,10.6941464550793
774731597931898880,GALAXY,STARBURST,0.1035869,5.7573769,1.1832633999999997,688,409,52203,255.4436,37.202690000000004,98.98019000000001,148.6788,682.8881,261.1054,10.917581364495803
440393469484099584,GALAXY,STARFORMING,0.06704960000000001,7.8498172,1.1397988000000001,391,606,51782,29.67202,3.223091,13.678139999999999,60.83805,224.4073,69.86111,10.4159547977542
1686669027839076352,GALAXY,,0.2000676,15.988249,-0.9547610000000001,1498,258,52914,6.459172,-3.931629,4.453228,9.985738000000001,45.24969,14.7333,11.3370060925176
451509807019485184,GALAXY,,0.19703210000000002,25.892778,-1.0381848,401,87,51788,1.967259,-0.24397779999999997,4.167192,0.23181100000000002,14.715629999999999,4.831436,11.453397090880802
452649725783468032,GALAXY,,0.06001446,28.137743,-0.96231233,402,138,51793,31.13934,3.630559,18.628870000000003,12.35341,128.5054,83.26185,10.867736033499598
458297092834617344,GALAXY,,0.08539256,37.176074,-0.84650462,407,203,51820,11.54527,2.267902,19.47599,8.743411,42.359809999999996,31.5379,11.1917339347349
459424642025678848,GALAXY,STARFORMING,0.03923361,39.637212,-0.86745592,408,209,51821,27.448059999999998,2.684455,8.981521,16.28911,66.67163000000001,21.43512,9.98230623908324
459391381798938624,GALAXY,STARFORMING,0.03812353,40.303937,-0.87690297,408,88,51821,39.68387,6.704451,16.8648,24.42749,81.7103,21.58892,9.68603177994081
460529377172547584,GALAXY,STARFORMING,0.02852489,41.796045,-1.0439105,409,132,51871,111.9345,31.85258,93.25294,76.75371,246.5713,47.82912,9.657531521017589
796049478690826240,GALAXY,STARBURST,0.02853504,41.795164,-1.042561,707,139,52177,258.5468,150.861,443.2818,188.0078,606.5667,64.43564,9.36123929246565
449262130860943360,GALAXY,STARBURST,0.09179462,21.697255,-0.57926234,399,102,51817,85.33695999999999,22.97958,66.05975,181.0158,815.07,270.4847,10.7722838197173
789339983893784576,GALAXY,STARFORMING,0.04667646,28.991958,-0.44446657,701,306,52179,133.1422,28.22656,66.19585,148.0303,587.2227,204.0575,10.3042027452979
789319917806577664,GALAXY,STARFORMING,0.08023279,29.567302,-0.52252493,701,233,52179,178.9183,40.22821,127.1213,138.3665,707.6599,355.709,10.9398420231876
453778650655909888,GALAXY,,0.1858547,29.581269,-0.61435932,403,149,51871,17.38128,4.093853,10.02158,5.696177,42.22498,36.76661,11.5584820221834
460512884498130944,GALAXY,,0.04325977,42.751725,-0.45411192,409,72,51871,14.39458,8.114597,11.89812,9.950467999999999,30.775859999999998,2.412302,9.48677104781324
466156402772043776,GALAXY,,0.03642312,51.648513,-0.81994994,414,123,51869,2.438732,2.316809,-1.011818,1.7155209999999999,1.753168,-0.958003,9.791403978446619
1721556532056844288,GALAXY,,0.139245,57.159378000000004,-0.469,1529,202,52930,35.30885,6.22481,19.70605,17.23939,81.44601,51.730740000000004,11.31100828955
444892945959643136,GALAXY,,0.1934781,15.329962,-0.055274078,395,591,51783,14.96928,-6.400512,6.6092130000000004,3.1893759999999998,0.03090043,23.89815,11.8153237208796
782562044850235392,GALAXY,STARFORMING,0.09268148,18.487914,-0.19304324,695,224,52202,50.35054,12.03963,38.352540000000005,52.30167,185.7308,50.68965,10.281723977547099
782554898024654848,GALAXY,STARFORMING,0.08975019,18.920301000000002,-0.14057211,695,198,52202,23.7927,5.396841,8.925456,10.82775,33.017140000000005,20.36129,10.6818914918426
448185158751774720,GALAXY,,0.09055721,18.921136999999998,-0.14097113,398,280,51789,27.683870000000002,-1.505611,7.326421000000001,4.706479,8.732574000000001,5.843957,10.7578138497871
1690023101917587456,GALAXY,STARFORMING,0.10392939999999999,21.55142,-0.024638,1501,172,53740,20.90479,14.88171,53.011509999999994,17.56699,98.01088,49.836690000000004,10.692053712054
450370713509980160,GALAXY,,0.1499561,25.085786,-0.1135462,400,39,51820,0.22333920000000002,-1.8004470000000001,2.907212,4.011933999999999,2.5124880000000003,1.410755,11.415383957817
452622512870680576,GALAXY,,0.04554075,29.136490999999996,-0.17425794,402,39,51793,40.315529999999995,-2.942036,34.51645,19.37279,61.97155,52.638090000000005,10.9076213106691
1702402778246178816,GALAXY,STARFORMING,0.02889183,44.169167,-0.248029,1512,153,53742,12.63868,3.245201,6.9761690000000005,20.96936,77.33118,22.20755,7.0448300934654995
465062387897100288,GALAXY,,0.1983806,49.050835,-0.40763802,413,239,51821,12.67451,4.266874,9.406169,16.63382,41.351440000000004,21.17924,11.363214342425099
1219523364226361344,GALAXY,,0.238107,15.84695,0.31917,1083,632,52520,-0.9907024999999999,-0.7164873,-0.5412608,4.943053,3.3810809999999996,0.23891300000000001,10.786375221517599
457246510413801472,GALAXY,STARFORMING,0.05813542,35.778135,0.21133974,406,477,51876,94.68356999999999,22.333479999999998,73.99213,57.268930000000005,184.773,33.56494,10.0350456670205
796139913522210816,GALAXY,,0.1842289,41.358886,0.24373407,707,468,52177,16.49089,-3.399922,10.67265,1.199072,14.525329999999999,3.173901,11.344306155787999
452770122306709504,GALAXY,STARFORMING,0.05932304,28.370513,0.8299681000000001,402,576,51793,28.92417,4.041717,12.39922,28.235390000000002,133.3731,40.8715,10.0303745159506
1204830591535572992,GALAXY,STARFORMING,0.1270826,39.4129,0.6492600000000001,1070,428,52591,53.851490000000005,5.137045,15.562529999999999,41.793659999999996,205.1168,90.65609,11.0407833042485
1704716137104697344,GALAXY,STARFORMING,0.1559392,47.077343,0.787032,1514,377,52931,12.13527,5.541815,18.203110000000002,10.29477,63.0139,43.52995,11.3428133124391
446024343978272768,GALAXY,,0.04303486,17.014725,1.083572,396,611,51816,28.37143,0.8215415,7.682822,8.105577,21.252670000000002,6.453446,9.872348386283539
447126054260205568,GALAXY,,0.1206645,18.403411,1.2426077,397,523,51794,0.0,15.032029999999999,15.53416,-2.5274959999999997,31.0141,23.92174,11.0753411357939
449378953971394560,GALAXY,,0.20932110000000004,21.526825,1.2271074,399,527,51817,-1.5831979999999999,-2.146941,4.947405000000001,4.552708999999999,1.561105,0.2742342,11.571308258313401
450449878347180032,GALAXY,STARFORMING,0.05905213,22.70639,1.2425688,400,327,51820,35.13625,9.031905,30.842809999999997,26.96293,84.8399,18.60216,9.76773706420572
453892724987291648,GALAXY,STARFORMING,0.05024543,30.150464000000003,1.0942611999999998,403,564,51871,75.5013,26.1881,68.71893,49.66158,144.5278,28.462259999999997,10.0448461581506
1696830453668931584,GALAXY,STARBURST,0.02299949,33.001740000000005,1.225667,1507,361,53763,0.0,1421.382,4340.399,903.3118,3137.8140000000003,201.5405,9.39191422681298
456089823174748160,GALAXY,STARBURST,0.02335213,32.999845,1.21745,405,365,51816,758.9084,766.9559,2325.576,663.6447,2383.197,151.9914,9.65258303492498
461742413476554752,GALAXY,,0.06687158,43.694767,0.98922227,410,449,51877,8.956724000000001,1.766364,3.411936,14.611170000000001,52.08826,17.66752,10.8494828113839
